# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug 25 06:57:17 2024
#
# User preference: *
#
# CONSTRAINT:  where (hd_name like '%HD%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN hd_name:        HD ID
# COLUMN hip_name:       HIP ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_letter,hd_name,hip_name,default_flag,sy_snum,sy_pnum,sy_mnum,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_refname,st_spectype,st_teff,st_rad,st_mass,st_logg,sy_refname,glat,glon,sy_dist,sy_vmag,sy_gaiamag
HD 133131 B b,HD 133131 B,b,HD 133131 B,HIP 73674 B,1,2,3,0,2016,0,5769.00000000,6.150000,,,,,794.57500,2.50000,Msini,0.610000,,,<a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>,G2 V,5805.00,,0.93,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,26.53496,335.53946,51.2993000,8.4130000,8.2567400
HD 134060 b,HD 134060,b,HD 134060,HIP 74273,1,1,2,0,2019,0,3.26960000,0.044400,,,,,10.10000,0.03180,Msini,0.450000,,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G3 IV,5966.00,,1.09,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-2.92076,318.80629,24.0125000,6.2900000,6.1395100
HD 134060 c,HD 134060,c,HD 134060,HIP 74273,1,1,2,0,2019,0,1291.56460000,2.392800,,,,,29.29000,0.09220,Msini,0.110000,,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G3 IV,5966.00,,1.09,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-2.92076,318.80629,24.0125000,6.2900000,6.1395100
HD 134606 b,HD 134606,b,HD 134606,HIP 74653,1,1,5,0,2024,0,12.08900000,0.104600,,,,,9.09000,0.02860,Msini,0.092000,,,<a refstr=LI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240117415L/abstract target=ref>Li et al. 2024</a>,,5576.00,1.16,1.05,4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-10.93111,314.43361,26.7909000,6.8600000,6.6783500
HD 134606 c,HD 134606,c,HD 134606,HIP 74653,1,1,5,0,2024,0,58.88300000,0.300700,,,,,11.31000,0.03559,Msini,0.055000,,,<a refstr=LI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240117415L/abstract target=ref>Li et al. 2024</a>,,5576.00,1.16,1.05,4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-10.93111,314.43361,26.7909000,6.8600000,6.6783500
HD 134606 d,HD 134606,d,HD 134606,HIP 74653,1,1,5,0,2024,0,966.50000000,1.941000,,,,,44.80000,0.14096,Msini,0.092000,,,<a refstr=LI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240117415L/abstract target=ref>Li et al. 2024</a>,,5576.00,1.16,1.05,4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-10.93111,314.43361,26.7909000,6.8600000,6.6783500
HD 134606 e,HD 134606,e,HD 134606,HIP 74653,1,1,5,0,2024,0,4.32030000,0.052700,,,,,2.34000,0.00736,Msini,0.200000,,,<a refstr=LI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240117415L/abstract target=ref>Li et al. 2024</a>,,5576.00,1.16,1.05,4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-10.93111,314.43361,26.7909000,6.8600000,6.6783500
HD 134606 f,HD 134606,f,HD 134606,HIP 74653,1,1,5,0,2024,0,26.91500000,0.178400,,,,,5.63000,0.01771,Msini,0.081000,,,<a refstr=LI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240117415L/abstract target=ref>Li et al. 2024</a>,,5576.00,1.16,1.05,4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-10.93111,314.43361,26.7909000,6.8600000,6.6783500
HD 134987 b,HD 134987,b,HD 134987,HIP 74500,0,1,2,0,1999,0,258.19000000,0.810000,,,,,505.00000,1.59000,Msini,0.233000,,,<a refstr=JONES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403.1703J/abstract target=ref> Jones et al. 2010 </a>,G5 V,5585.00,1.25,1.10,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.38710,339.18433,26.1804000,6.4700000,6.2899400
HD 134987 b,HD 134987,b,HD 134987,HIP 74500,1,1,2,0,1999,0,258.17999000,0.810000,,,,,511.70630,1.61000,Msini,0.230000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5736.00,1.22,1.10,4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.38710,339.18433,26.1804000,6.4700000,6.2899400
HD 134987 b,HD 134987,b,HD 134987,HIP 74500,0,1,2,0,1999,0,258.25100000,0.818000,,,,,516.15333,1.62400,Msini,0.228100,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5700.78,1.29,1.09,4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.38710,339.18433,26.1804000,6.4700000,6.2899400
HD 134987 b,HD 134987,b,HD 134987,HIP 74500,0,1,2,0,1999,0,264.60000000,0.820000,,,,,518.06290,1.63000,Msini,0.370000,,,<a refstr=BUTLER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...555..410B/abstract target=ref> Butler et al. 2001 </a>,,,,1.05,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.38710,339.18433,26.1804000,6.4700000,6.2899400
HD 134987 b,HD 134987,b,HD 134987,HIP 74500,0,1,2,0,1999,0,258.31000000,0.820000,,,,,514.90000,1.62000,Msini,0.243000,,,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5750.00,,1.10,4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.38710,339.18433,26.1804000,6.4700000,6.2899400
HD 134987 c,HD 134987,c,HD 134987,HIP 74500,0,1,2,0,2009,0,5960.00000000,6.620000,,,,,297.16956,0.93500,Msini,0.154000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5700.78,1.29,1.09,4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.38710,339.18433,26.1804000,6.4700000,6.2899400
HD 134987 c,HD 134987,c,HD 134987,HIP 74500,1,1,2,0,2009,0,5000.00000000,5.800000,,,,,260.00000,0.82000,Msini,0.120000,,,<a refstr=JONES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403.1703J/abstract target=ref> Jones et al. 2010 </a>,G5 V,5585.00,1.25,1.10,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.38710,339.18433,26.1804000,6.4700000,6.2899400
HD 135625 b,HD 135625,b,HD 135625,HIP 74856,1,1,1,0,2023,0,4055.00000000,5.400000,,,731.00534,2.30000,731.00534,2.30000,Mass,0.160000,,,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,G3 IV/V,,,1.28,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,9.75878,327.81443,56.5180000,7.7200000,7.5657800
HD 135694 b,HD 135694,b,HD 135694,HIP 74326,1,1,1,0,2023,0,15.92346000,0.120000,2.532,0.226,6.10000,0.01919,6.10000,0.01919,Mass,0.000000,,751,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5698.00,1.07,0.91,4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,41.33459,109.15660,73.8713000,9.0800000,8.9130700
HD 135694 b,HD 135694,b,HD 135694,HIP 74326,0,1,1,0,2023,0,15.92346000,0.120000,2.510,0.224,5.70000,0.01793,5.70000,0.01793,Mass,0.420000,73.70,815,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,,5710.00,1.05,0.90,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,41.33459,109.15660,73.8713000,9.0800000,8.9130700
HD 135694 b,HD 135694,b,HD 135694,HIP 74326,0,1,1,0,2023,0,15.92348830,,2.182,0.195,,,,,,,48.54,735,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5711.85,1.08,,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,41.33459,109.15660,73.8713000,9.0800000,8.9130700
HD 135872 b,HD 135872,b,HD 135872,,1,1,1,0,2022,0,2422.32597000,4.172000,,,1744.56013,5.48900,1744.56013,5.48900,Mass,0.164000,,,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,1.65,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,42.11025,356.03012,82.4251000,7.2810300,7.0276400
HD 136118 b,HD 136118,b,HD 136118,HIP 74948,0,1,1,0,2022,0,1191.00000000,2.353000,,,5244.16872,16.50000,5244.16872,16.50000,Mass,0.350000,,,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>,F7 V,6097.00,,1.21,4.05,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.34952,359.94098,51.4359000,6.9456000,6.7966400
HD 136118 b,HD 136118,b,HD 136118,HIP 74948,1,1,1,0,2022,0,1187.59765000,2.327000,,,4164.18779,13.10200,4164.18779,13.10200,Mass,0.344000,,,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,1.18,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.34952,359.94098,51.4359000,6.9456000,6.7966400
HD 136352 b,HD 136352,b,HD 136352,HIP 75181,0,1,3,0,2019,0,11.57779000,0.096900,1.482,0.132,4.62000,0.01454,4.62000,0.01454,Mass,0.079000,114.00,911,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.00,1.01,0.91,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 b,HD 136352,b,HD 136352,HIP 75181,0,1,3,0,2019,0,11.58240000,0.093400,,,,,4.81000,0.01510,Msini,0.140000,,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G4 V,5664.00,,0.81,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 b,HD 136352,b,HD 136352,HIP 75181,0,1,3,0,2019,0,11.57783621,,1.542,0.138,,,,,,,99.90,806,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5739.00,1.03,,4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 b,HD 136352,b,HD 136352,HIP 75181,1,1,3,0,2019,0,11.57797000,0.096400,1.664,0.148,4.72000,0.01485,4.72000,0.01485,Mass,0.000000,111.60,905,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664.00,1.06,0.87,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 c,HD 136352,c,HD 136352,HIP 75181,0,1,3,0,2019,0,27.59090000,0.172900,2.608,0.233,11.29000,0.03552,11.29000,0.03552,Mass,0.037000,36.00,682,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.00,1.01,0.91,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 c,HD 136352,c,HD 136352,HIP 75181,0,1,3,0,2019,0,27.59207175,,2.705,0.241,,,,,,,31.38,604,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5739.00,1.03,,4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 c,HD 136352,c,HD 136352,HIP 75181,0,1,3,0,2019,0,27.58210000,0.166600,,,,,10.80000,0.03400,Msini,0.040000,,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G4 V,5664.00,,0.81,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 c,HD 136352,c,HD 136352,HIP 75181,1,1,3,0,2019,0,27.59221000,0.172100,2.916,0.260,11.24000,0.03536,11.24000,0.03536,Mass,0.000000,35.10,677,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664.00,1.06,0.87,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 d,HD 136352,d,HD 136352,HIP 75181,1,1,3,0,2019,0,107.24500000,0.425000,2.562,0.229,8.82000,0.02775,8.82000,0.02775,Mass,0.000000,5.74,431,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664.00,1.06,0.87,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 d,HD 136352,d,HD 136352,HIP 75181,0,1,3,0,2019,0,107.59830000,0.412800,,,,,8.58000,0.02700,Msini,0.090000,,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G4 V,5664.00,,0.81,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 d,HD 136352,d,HD 136352,HIP 75181,0,1,3,0,2019,0,,,1.621,0.145,,,,,,,335.61,1092,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5739.00,1.03,,4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136352 d,HD 136352,d,HD 136352,HIP 75181,0,1,3,0,2019,0,107.63000000,0.428500,,,,,10.50000,0.03304,Msini,0.075000,5.80,433,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.00,1.01,0.91,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,7.38103,327.07069,14.6820000,5.6500000,5.4849500
HD 136418 b,HD 136418,b,HD 136418,HIP 74961,0,1,1,0,2009,0,464.30000000,1.320000,,,,,635.63300,2.00000,Msini,0.255000,,,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..701J/abstract target=ref> Johnson et al. 2010 </a>,,5071.00,3.40,1.33,3.60,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,56.56756,68.48574,105.1680000,7.8490000,7.6094600
HD 136418 b,HD 136418,b,HD 136418,HIP 74961,1,1,1,0,2009,0,464.29999000,1.290000,,,,,680.15620,2.14000,Msini,0.250000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4989.00,3.78,1.48,3.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,56.56756,68.48574,105.1680000,7.8490000,7.6094600
HD 136925 b,HD 136925,b,HD 136925,HIP 75281,1,1,1,0,2021,0,4540.00000000,5.130000,,,,,266.97586,0.84000,Msini,0.103000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5773.19,1.19,0.88,4.23,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,52.09872,19.32438,47.8740000,7.9143300,7.7444700
HD 13724 c,HD 13724,c,HD 13724,,1,1,1,0,2022,0,142.22895000,0.534000,,,,,50.85255,0.16000,Msini,0.651000,,,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,1.00,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-64.68633,269.33500,43.4650000,7.8900000,7.7300300
HD 137388 b,HD 137388,b,HD 137388,HIP 76351,0,1,1,0,2011,0,330.00000000,0.890000,,,,,70.87310,0.22300,Msini,0.360000,,,<a refstr=DUMUSQUE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...535A..55D/abstract target=ref> Dumusque et al. 2011 </a>,,5240.00,0.82,0.86,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.58207,309.74334,40.4841000,8.7100000,8.4799600
HD 137388 b,HD 137388,b,HD 137388,HIP 76351,1,1,1,0,2011,0,330.00000000,0.890000,,,,,63.56600,0.20000,Msini,0.360000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5181.00,0.88,0.68,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-19.58207,309.74334,40.4841000,8.7100000,8.4799600
HD 137496 b,HD 137496,b,HD 137496,,1,1,2,0,2021,0,1.62116000,0.027320,1.310,0.117,4.04000,0.01271,4.04000,0.01271,Mass,0.000000,,2130,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,G,5799.00,1.59,1.04,4.05,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.32096,348.34536,155.3170000,9.8990000,9.7716800
HD 137496 c,HD 137496,c,HD 137496,,1,1,2,0,2021,0,479.90000000,1.216300,,,,,2434.56560,7.66000,Msini,0.477000,,370,<a refstr=AZEVEDO_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..68A/abstract target=ref>Azevedo Silva et al. 2022</a>,G,5799.00,1.59,1.04,4.05,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,32.32096,348.34536,155.3170000,9.8990000,9.7716800
HD 13808 b,HD 13808,b,HD 13808,HIP 10301,1,1,2,0,2021,0,14.18150000,0.105190,,,,,11.20000,0.03524,Msini,0.071000,,,<a refstr=AHRER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..407A/abstract target=ref>Ahrer et al. 2021</a>,K2 V,5035.00,0.78,0.77,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-59.46088,279.09436,28.2305000,8.3600000,8.1100600
HD 13808 c,HD 13808,c,HD 13808,HIP 10301,1,1,2,0,2021,0,53.75300000,0.255400,,,,,9.96000,0.03134,Msini,0.156000,,,<a refstr=AHRER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..407A/abstract target=ref>Ahrer et al. 2021</a>,K2 V,5035.00,0.78,0.77,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-59.46088,279.09436,28.2305000,8.3600000,8.1100600
HD 13908 b,HD 13908,b,HD 13908,HIP 10743,1,1,2,0,2013,0,19.38200000,0.154000,,,,,274.91000,0.86500,Msini,0.020000,,,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,F8 V,6255.00,1.67,1.29,4.11,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.21860,131.74451,79.5515000,7.5200000,7.3845000
HD 13908 c,HD 13908,c,HD 13908,HIP 10743,1,1,2,0,2013,0,931.00000000,2.030000,,,,,1630.40000,5.13000,Msini,0.120000,,,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,F8 V,6255.00,1.67,1.29,4.11,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.21860,131.74451,79.5515000,7.5200000,7.3845000
